Time (s), Cell Name, Value
121.69586, C077, 1263.635
132.558879, C077, 1393.643
135.71266, C077, 1743.197
213.45584, C077, 1159.569
258.15942, C077, 1192.096
260.46218, C077, 1264.606
263.3156, C077, 1552.103
274.8294, C077, 1026.422
302.21222, C077, 1634.745
315.1277, C077, 1125.447
5.35642, C078, 832.3821
13.06566, C078, 900.5388
30.23624, C078, 776.0922
46.10526, C078, 743.6826
83.04953999999999, C078, 804.3655
95.91495999999999, C078, 1013.173
98.76837999999999, C078, 1299.719
106.22732, C078, 845.8451
119.99382, C078, 945.2761
154.33498, C078, 1006.215
157.23846, C078, 720.2054
233.2796, C078, 855.767
235.5323, C078, 867.1154
22.22664, C079, 688.6985
22.42688, C079, 613.4165
27.2827, C079, 643.2728
28.18378, C079, 1118.094
29.48534, C079, 849.6581
63.22578, C079, 592.7082
98.76837999999999, C079, 802.8602
105.77678, C079, 614.4581
117.69106, C079, 739.2786
118.3919, C079, 917.2344
121.84604, C079, 669.3884
129.35504, C079, 568.6644
138.31578, C079, 709.0172
141.71986, C079, 792.578
164.89764, C079, 1064.648
165.9489, C079, 702.1523
166.9501, C079, 601.6995
169.9537, C079, 720.1877
192.83112, C079, 1003.338
193.33172, C079, 861.3696
197.93724, C079, 800.2096
201.89198, C079, 648.0864
210.20194, C079, 584.9191
233.32966, C079, 886.2404
233.7802, C079, 854.655
234.5311, C079, 575.8971
249.39892, C079, 642.9841
251.85186, C079, 595.2522
253.00324, C079, 923.4682
253.3036, C079, 604.486
271.37526, C079, 625.8737
292.95112, C079, 574.6625
14.96794, C080, 1408.206
116.84004, C081, 841.1492
212.15428, C081, 1145.744
13.81656, C082, 966.5924
20.57466, C082, 1093.364
21.47574, C082, 1011.671
23.67838, C082, 1106.573
37.7953, C082, 1005.041
41.8001, C082, 1668.388
42.70118, C082, 898.6765
52.16252, C082, 1008.736
58.11966, C082, 1079.82
63.52614, C082, 885.1329
110.93296, C082, 1504.283
178.61408, C082, 1084.495
181.81792, C082, 1058.379
202.64288, C082, 993.5421
209.5011, C082, 899.497
213.35572, C082, 984.0662
214.15668, C082, 1108.55
218.21154, C082, 1045.027
220.81466, C082, 1063.149
225.37012, C082, 1119.93
230.97684, C082, 1343.909
295.70442, C082, 949.4263
301.91186, C082, 989.0927
1.30156, C083, 730.6006
5.20624, C083, 1345.911
13.31596, C083, 701.61
14.7677, C083, 1111.314
16.06926, C083, 1101.155
33.59026, C083, 844.4005
49.10886, C083, 693.3644
54.11486, C083, 633.4548
59.02074, C083, 620.7816
62.575, C083, 645.5564
69.88376, C083, 679.9772
73.18772, C083, 650.8427
73.68832, C083, 707.1531
80.54653999999999, C083, 1054.439
81.3475, C083, 758.7598
83.75038000000001, C083, 645.1604
85.50248000000001, C083, 603.32
86.75398, C083, 645.2139
97.36669999999999, C083, 752.4658
98.76837999999999, C083, 797.9553
103.22372, C083, 578.0048
104.67546, C083, 829.1534
115.98902, C083, 640.2778
123.6482, C083, 670.8235
124.6494, C083, 605.9529
132.05828, C083, 899.0317
159.49116, C083, 658.5988
189.57722, C083, 585.9247
192.63088, C083, 647.0093
217.66088, C083, 804.4964
218.21154, C083, 625.1756
236.83386, C083, 839.1781
239.83746, C083, 627.0189
241.43938, C083, 846.4816
242.24034, C083, 600.1198
271.52544, C083, 862.8154
290.19782, C083, 947.8021
292.15016, C083, 683.766
307.3684, C083, 654.2195
13.41608, C086, 1486.733
38.19578, C086, 879.2435
54.86576, C086, 712.162
105.6266, C086, 945.0843
105.82684, C086, 844.374
126.4015, C086, 973.8815
164.54722, C086, 733.5643
179.56522, C086, 696.16
200.39018, C086, 681.1104
307.56864, C086, 754.7347
313.72602, C086, 851.9934
6.55786, C087, 1189.191
27.23264, C087, 957.6161
30.7869, C087, 1055.582
34.14092, C087, 1084.316
41.39962, C087, 1458.714
84.40116, C087, 946.0684
108.02948, C087, 868.5052
128.954559, C087, 1280.974
179.01456, C087, 885.244
187.17434, C087, 878.6508
199.58922, C087, 1154.971
205.39618, C087, 981.4214
230.87672, C087, 985.4031
261.663619, C087, 1001.374
262.965179, C087, 1110.685
269.42292, C087, 953.2271
279.28474, C087, 898.7091
10.91308, C088, 549.2062
21.12532, C088, 569.6005
22.17658, C088, 768.4632
36.7941, C088, 508.9735
37.59506, C088, 690.4238
47.20658, C088, 589.4562
50.51054, C088, 520.9965
51.21138, C088, 556.5652
87.00427999999999, C088, 652.855
98.51808, C088, 776.314
100.17006, C088, 655.7463
105.47642, C088, 600.9886
122.19646, C088, 502.4
147.82718, C088, 532.7001
149.32898, C088, 870.5109
181.01696, C088, 641.486
181.26726, C088, 508.6516
185.07182, C088, 749.0892
198.68814, C088, 555.5698
201.09102, C088, 882.4421
202.34252, C088, 694.2906
210.65248, C088, 733.6446
212.45464, C088, 798.606
213.20554, C088, 610.818
215.45824, C088, 920.8778
223.71814, C088, 555.8117
228.62402, C088, 1373.92
279.13456, C088, 586.988
283.13936, C088, 790.7743
288.14536, C088, 675.6786
294.70322, C088, 638.0198
296.65556, C088, 786.613
297.05604, C088, 510.0718
301.51138, C088, 817.5259
307.51858, C088, 518.6938
311.27308, C088, 544.719
314.17656, C088, 970.3267
34.2911, C090, 959.5121
36.74404, C090, 775.1722
71.78604, C090, 872.1581
140.06788, C090, 941.4708
181.86798, C090, 791.0562
227.57276, C090, 735.2333
63.17572, C091, 773.562
294.65316, C091, 747.0415
22.82736, C092, 635.9706
31.08726, C092, 521.5029
47.10646, C092, 888.4532
103.02348, C092, 530.4479
107.3787, C092, 819.7561
131.70786, C092, 766.1449
136.6638, C092, 593.1926
140.96896, C092, 506.2732
141.71986, C092, 566.0994
150.12994, C092, 493.4752
184.37098, C092, 516.0978
201.14108, C092, 790.1119
210.70254, C092, 600.2306
263.165419, C092, 658.6385
280.28594, C092, 543.7971
292.45052, C092, 591.9372
306.21702, C092, 487.9364
170.80472, C093, 681.6454
258.40972, C093, 986.7111
264.466979, C093, 846.2697
264.91752, C093, 748.1321
12.46494, C094, 849.1426
13.0156, C094, 791.0331
18.07166, C094, 752.0027
51.5618, C094, 739.7862
66.02914, C094, 952.2668
67.0804, C094, 955.5102
67.98148, C094, 784.325
72.8373, C094, 725.0299
81.59780000000001, C094, 777.9882
105.97702, C094, 734.9984
106.3775, C094, 838.5471
126.95216, C094, 658.751
137.61494, C094, 690.7371
163.9465, C094, 670.8734
165.64854, C094, 690.092
167.65094, C094, 700.2244
179.81552, C094, 656.3212
180.16594, C094, 728.8369
195.38418, C094, 782.808
195.53436, C094, 650.3075
210.5023, C094, 868.6892
212.20434, C094, 786.9367
220.264, C094, 1096.895
221.71574, C094, 666.5504
221.81586, C094, 761.8582
222.66688, C094, 705.3668
222.81706, C094, 882.0921
224.91958, C094, 630.8464
250.90072, C094, 678.1196
261.71368, C094, 648.3558
290.8486, C094, 760.2898
290.99878, C094, 866.1997
295.65436, C094, 721.97
304.06444, C094, 791.2472
10.11212, C095, 528.9966
45.85496, C095, 511.5686
53.01354, C095, 644.6646
56.21738, C095, 550.3753
61.62386, C095, 509.6203
63.8265, C095, 554.2056
64.22698, C095, 789.3347
67.23058, C095, 512.0614
72.43682, C095, 831.713
74.13885999999999, C095, 1026.531
76.19132, C095, 774.4604
103.77438, C095, 668.4858
109.53128, C095, 631.5043
112.18446, C095, 744.4543
124.04868, C095, 581.3987
201.04096, C095, 643.3602
213.60602, C095, 831.4653
216.05896, C095, 560.0845
233.68008, C095, 595.4907
239.5371, C095, 561.0093
271.67562, C095, 1310.198
280.13576, C095, 721.7924
300.6103, C095, 537.7261
23.97874, C096, 574.6264
128.1536, C096, 558.955
272.87706, C096, 572.049
240.63842, C099, 1846.194
239.93758, C100, 1162.825
12.11452, C102, 929.3623
28.5342, C102, 563.5525
49.60946, C102, 790.3729
140.06788, C102, 719.4784
144.27292, C102, 722.729
145.57448, C102, 650.759
147.47676, C102, 580.9586
154.83558, C102, 723.9522
315.82854, C102, 834.3055
64.27704, C103, 641.686
146.57568, C103, 646.6965
150.38024, C103, 644.6017
165.29812, C103, 598.3015
197.03616, C103, 708.6932
247.19628, C103, 669.9348
249.0485, C103, 601.6738
268.17142, C103, 935.1157
315.92866, C103, 840.597
29.68558, C104, 1170.638
33.08966, C104, 763.8486
33.18978, C104, 1080.328
33.339959, C104, 823.579
92.51088, C104, 706.2456
240.23794, C104, 1247.372
293.3516, C104, 708.4454
53.11366, C105, 1165.6
161.99416, C105, 912.4398
53.0636, C106, 828.1065
134.31098, C106, 1257.245
265.0677, C106, 1087.28
79.39516, C107, 505.2444
94.16285999999999, C107, 729.3679
189.42704, C107, 513.1727
270.12376, C107, 570.3915
270.77454, C107, 489.0714
289.94752, C107, 655.2036
25.58066, C108, 738.3973
125.75072, C108, 486.2717
128.85444, C108, 646.4559
183.31972, C108, 475.4829
206.94804, C108, 807.2253
261.463379, C108, 437.0892
33.5402, C109, 703.2672
202.34252, C109, 496.1881
250.65042, C109, 457.7959
252.85306, C109, 494.1506
258.660019, C109, 541.9657
262.76494, C109, 479.9459
25.7809, C110, 663.612
53.11366, C110, 937.7782
53.26384, C110, 859.2479
94.86369999999999, C110, 628.8805
16.46974, C111, 722.0037
21.0252, C111, 971.4741
22.22664, C111, 500.0054
29.93588, C111, 460.1097
53.0636, C111, 660.6465
95.46442, C111, 573.2206
185.02176, C111, 463.0222
240.38812, C111, 498.6069
242.0401, C111, 491.9782
258.71008, C111, 504.023
3.70444, C112, 537.8959
46.70598, C112, 983.0233
53.0636, C112, 582.2042
137.81518, C112, 419.0057
140.4183, C112, 524.5239
151.28132, C112, 411.8177
155.186, C112, 435.8717
179.31492, C112, 509.4195
218.06136, C112, 552.1456
232.32846, C112, 793.3041
238.18548, C112, 540.7198
314.47692, C112, 422.4184
12.31476, C113, 521.8829
53.21378, C113, 554.8321
47.60706, C115, 380.0187
52.91342, C115, 377.305
158.08948, C115, 477.7913
234.38092, C115, 491.4932
236.08296, C115, 613.826
241.2892, C115, 537.0604
0.95114, C116, 466.7349
136.9141, C116, 369.8098
158.84038, C116, 445.7057
257.5587, C116, 369.6879
258.60996, C116, 411.2519
260.061699, C116, 381.398
260.812599, C116, 466.0187
269.72328, C116, 853.8511
11.36362, C117, 315.0066
23.82856, C117, 693.5801
46.50574, C117, 314.5632
134.36104, C117, 447.1069
140.46836, C117, 321.137
148.1776, C117, 390.8341
155.23606, C117, 380.296
167.40064, C117, 342.7095
180.81672, C117, 322.2443
184.07062, C117, 335.5234
188.07542, C117, 441.6586
188.9765, C117, 373.642
194.93364, C117, 356.8605
208.60002, C117, 534.6438
216.20914, C117, 450.6372
220.06376, C117, 387.1913
224.66928, C117, 299.8094
225.37012, C117, 362.8056
226.47144, C117, 362.0883
228.17348, C117, 463.2047
0.7509, C118, 381.2192
29.68558, C118, 361.0391
31.7881, C118, 447.8539
52.96348, C118, 489.6382
94.76358, C118, 401.8092
166.09908, C118, 362.4715
187.4747, C118, 389.9665
190.37818, C118, 360.6243
191.62968, C118, 368.3648
240.83866, C118, 378.4253
258.3096, C118, 425.306
261.8138, C118, 741.2092
262.414519, C118, 639.1014
263.816199, C118, 442.4587
267.170219, C118, 482.5645
0.7509, C119, 356.9396
3.40408, C119, 321.244
21.2755, C119, 337.8365
162.4447, C119, 341.4734
258.660019, C119, 379.5707
263.76614, C119, 361.7671
264.61716, C119, 317.409
265.0677, C119, 445.6212
